trans_id,trans_dttm,prev_trans_id,prev_trans_dttm,trans_type_id,trans_type_cd,trans_type_nm,act_type_id,act_type_cd,act_type,act_id,ret_locn_id,ret_locn_cd,ret_locn_nm,delv_locn_id,delv_locn_cd,delv_locn_nm,cust_id,cust_ref_int_id,cust_nm,ln_item_scan_cnt,ln_item_keyed_cnt,unit_cnt,recpt_dttm,chnl_id,chnl_cd,chnl_nm,tch_pnt_id,tch_pnt_cd,tch_pnt_nm,crncy_cd,frg_crncy_cd,tot_amt,tax_amt,net_amt,frg_crncy_tot_amt,frg_crncy_tax_amt,frg_crncy_net_amt,emp_id,emp_cd,bsn_unit_id,bsn_unit_cd,bsn_unit_nm,terminal_nm,trans_begin_dttm,trans_end_dttm,st_id,st_cd,trans_desc,delv_mode,pay_st_id,pay_st_cd,gift_flag,batch_run_id,job_run_id,src_sys_id,src_sys_nm,tenant_id,rec_creat_by,rec_creat_dttm
19880206100189,1988-02-06 07:34:30,19880206100189,1988-02-06 07:34:30,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880206103300189,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100189,100189,Konnor Leblanc,72.1429,24.5863,96.7292,1988-02-06 07:34:30,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,844.031,14.5,941.938,844.031,14.5,941.938,50004,CD50004,100015,BSN_100015,AREA00015,COUNTER_NO_2,1988-02-06 07:34:30,1988-02-06 07:34:30,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-06 07:34:30
19880206100086,1988-02-06 02:08:44,19880206100086,1988-02-06 02:08:44,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880206103300086,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100086,100086,Elliana Pierce,78.2104,65.3013,143.512,1988-02-06 02:08:44,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,944.77,14.5,1047.51,944.77,14.5,1047.51,50004,CD50004,100030,BSN_100030,AREA00030,COUNTER_NO_12,1988-02-06 02:08:44,1988-02-06 02:08:44,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-06 02:08:44
19880206100069,1988-02-06 03:47:08,19880206100069,1988-02-06 03:47:08,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880206103300069,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100069,100069,Johnathan Page,3.65554,59.3606,63.0162,1988-02-06 03:47:08,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,91.1373,14.5,103.031,91.1373,14.5,103.031,50004,CD50004,100022,BSN_100022,AREA00022,COUNTER_NO_2,1988-02-06 03:47:08,1988-02-06 03:47:08,31,S,Null transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-06 03:47:08
19880206100175,1988-02-06 06:14:24,19880206100175,1988-02-06 06:14:24,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880206103300175,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100175,100175,Angie Butler,43.1465,91.4175,134.564,1988-02-06 06:14:24,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1995.06,14.5,2255.42,1995.06,14.5,2255.42,50003,CD50003,100030,BSN_100030,AREA00030,COUNTER_NO_2,1988-02-06 06:14:24,1988-02-06 06:14:24,31,S,Null transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-06 06:14:24
19880206100050,1988-02-06 08:13:30,19880206100050,1988-02-06 08:13:30,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880206103300050,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100050,100050,Felipe Hood,40.396,82.2559,122.652,1988-02-06 08:13:30,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,308.634,14.5,344.436,308.634,14.5,344.436,50003,CD50003,100004,BSN_100004,AREA00004,COUNTER_NO_4,1988-02-06 08:13:30,1988-02-06 08:13:30,31,S,Return of an item,Post,34,C,t,,,SRC1,,100001,,1988-02-06 08:13:30
19880206100005,1988-02-06 10:21:08,19880206100005,1988-02-06 10:21:08,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19880206103300005,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100005,100005,Selena Whitehead,72.3207,73.2598,145.581,1988-02-06 10:21:08,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,976.743,14.5,1082.96,976.743,14.5,1082.96,50002,CD50002,100007,BSN_100007,AREA00007,COUNTER_NO_1,1988-02-06 10:21:08,1988-02-06 10:21:08,31,S,Null transactions,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-06 10:21:08
19880206100004,1988-02-06 12:57:38,19880206100004,1988-02-06 12:57:38,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880206103300004,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100004,100004,Jakob Nichols,91.1311,73.0557,164.187,1988-02-06 12:57:38,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1319.05,14.5,1472.06,1319.05,14.5,1472.06,50003,CD50003,100016,BSN_100016,AREA00016,COUNTER_NO_4,1988-02-06 12:57:38,1988-02-06 12:57:38,31,S,Regular Sale,Post,34,C,t,,,SRC1,,100001,,1988-02-06 12:57:38
19880206100116,1988-02-06 20:16:10,19880206100116,1988-02-06 20:16:10,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880206103300116,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100116,100116,Karla Dillard,48.7205,37.1968,85.9173,1988-02-06 20:16:10,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,801.93,14.5,889.14,801.93,14.5,889.14,50003,CD50003,100034,BSN_100034,AREA00034,COUNTER_NO_13,1988-02-06 20:16:10,1988-02-06 20:16:10,31,S,Merchandise transactions,Post,34,C,t,,,SRC1,,100001,,1988-02-06 20:16:10
19880207100200,1988-02-07 01:47:32,19880207100200,1988-02-07 01:47:32,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880207103300200,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100200,100200,Daisy Gay,30.7328,92.6401,123.373,1988-02-07 01:47:32,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,962.179,14.5,1073.79,962.179,14.5,1073.79,50003,CD50003,100006,BSN_100006,AREA00006,COUNTER_NO_5,1988-02-07 01:47:32,1988-02-07 01:47:32,31,S,Return of an item,Post,34,C,t,,,SRC1,,100001,,1988-02-07 01:47:32
19880207100036,1988-02-07 01:53:28,19880207100036,1988-02-07 01:53:28,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880207103300036,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100036,100036,Princess Bray,21.1746,64.5738,85.7484,1988-02-07 01:53:28,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,112.04,14.5,124.224,112.04,14.5,124.224,50003,CD50003,100016,BSN_100016,AREA00016,COUNTER_NO_8,1988-02-07 01:53:28,1988-02-07 01:53:28,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-07 01:53:28
19880207100072,1988-02-07 02:09:36,19880207100072,1988-02-07 02:09:36,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19880207103300072,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100072,100072,Kayla Cain,18.4255,21.014,39.4395,1988-02-07 02:09:36,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1746.56,14.5,1936.5,1746.56,14.5,1936.5,50004,CD50004,100041,BSN_100041,AREA00041,COUNTER_NO_4,1988-02-07 02:09:36,1988-02-07 02:09:36,31,S,Return of an item,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-07 02:09:36
19880207100019,1988-02-07 05:12:28,19880207100019,1988-02-07 05:12:28,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880207103300019,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100019,100019,Makayla Stark,88.2643,59.6113,147.876,1988-02-07 05:12:28,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,956.213,14.5,1081,956.213,14.5,1081,50002,CD50002,100006,BSN_100006,AREA00006,COUNTER_NO_8,1988-02-07 05:12:28,1988-02-07 05:12:28,31,S,Regular Sale,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-07 05:12:28
19880207100182,1988-02-07 06:29:26,19880207100182,1988-02-07 06:29:26,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880207103300182,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100182,100182,Joey Vargas,58.165,46.7681,104.933,1988-02-07 06:29:26,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,714.901,14.5,792.647,714.901,14.5,792.647,50002,CD50002,100030,BSN_100030,AREA00030,COUNTER_NO_8,1988-02-07 06:29:26,1988-02-07 06:29:26,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-07 06:29:26
19880206100088,1988-02-06 11:09:42,19880206100088,1988-02-06 11:09:42,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880206103300088,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100088,100088,Braxton Frost,56.1303,18.6179,74.7482,1988-02-06 11:09:42,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,1681.26,14.5,1876.29,1681.26,14.5,1876.29,50003,CD50003,100044,BSN_100044,AREA00044,COUNTER_NO_9,1988-02-06 11:09:42,1988-02-06 11:09:42,31,S,Regular Sale,Post,34,C,t,,,SRC1,,100001,,1988-02-06 11:09:42
19880206100157,1988-02-06 12:45:16,19880206100157,1988-02-06 12:45:16,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19880206103300157,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100157,100157,Diego Hicks,46.5135,89.0293,135.543,1988-02-06 12:45:16,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,586.375,14.5,662.897,586.375,14.5,662.897,50002,CD50002,100038,BSN_100038,AREA00038,COUNTER_NO_6,1988-02-06 12:45:16,1988-02-06 12:45:16,31,S,Regular Sale,Store Counter,34,C,t,,,SRC1,,100001,,1988-02-06 12:45:16
19880206100167,1988-02-06 14:32:46,19880206100167,1988-02-06 14:32:46,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19880206103300167,121530001,CD121530001,Selling Location,30150001,CD30150001,HOME,CUST100167,100167,Janessa Carlson,4.13563,80.1805,84.3161,1988-02-06 14:32:46,380013,CD380013,Geo-Spatial,200004,CD200004,In-Store,USD,USD,930.472,14.5,1038.41,930.472,14.5,1038.41,50002,CD50002,100018,BSN_100018,AREA00018,COUNTER_NO_5,1988-02-06 14:32:46,1988-02-06 14:32:46,31,S,Merchandise transactions,Ex-Warehouse,34,C,t,,,SRC1,,100001,,1988-02-06 14:32:46
19910307200004,1991-03-07 00:15:08,19910307200004,1991-03-07 00:15:08,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300004,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200004,200004,Camden Wall,10.4925,6.52141,17.0139,1991-03-07 00:18:18,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1432.75,14.5,1619.73,1432.75,14.5,1619.73,50001,CD50001,200035,BSN_200035,SITE00035,COUNTER_NO_10,1991-03-07 00:15:08,1991-03-07 00:18:18,31,S,Null transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 00:18:18
19910307200015,1991-03-07 00:18:26,19910307200015,1991-03-07 00:18:26,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300015,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200015,200015,Kaylee Page,37.403,60.0642,97.4673,1991-03-07 00:21:16,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,530.757,14.5,600.021,530.757,14.5,600.021,50001,CD50001,200046,BSN_200046,SITE00046,COUNTER_NO_4,1991-03-07 00:18:26,1991-03-07 00:21:16,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 00:21:16
19910307200009,1991-03-07 00:18:26,19910307200009,1991-03-07 00:18:26,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19910307103300009,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200009,200009,Marcus Pope,52.0731,63.2221,115.295,1991-03-07 00:21:22,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1147.54,14.5,1280.65,1147.54,14.5,1280.65,50001,CD50001,200003,BSN_200003,SITE00003,COUNTER_NO_7,1991-03-07 00:18:26,1991-03-07 00:21:22,31,S,Return of an item,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 00:21:22
19910307200008,1991-03-07 00:17:00,19910307200008,1991-03-07 00:17:00,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300008,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200008,200008,Tripp Payne,13.5775,54.0397,67.6172,1991-03-07 00:21:30,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1371.11,14.5,1530.16,1371.11,14.5,1530.16,50001,CD50001,200011,BSN_200011,SITE00011,COUNTER_NO_5,1991-03-07 00:17:00,1991-03-07 00:21:30,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 00:21:30
19910307200007,1991-03-07 00:25:46,19910307200007,1991-03-07 00:25:46,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300007,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200007,200007,Quincy Lucas,12.6745,56.5324,69.2068,1991-03-07 00:30:40,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,325.815,14.5,368.334,325.815,14.5,368.334,50001,CD50001,200019,BSN_200019,SITE00019,COUNTER_NO_12,1991-03-07 00:25:46,1991-03-07 00:30:40,31,S,Regular Sale,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 00:30:40
19910307200003,1991-03-07 00:28:00,19910307200003,1991-03-07 00:28:00,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300003,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200003,200003,Rosalie Williams,20.7249,13.8348,34.5597,1991-03-07 00:30:02,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,547.258,14.5,610.74,547.258,14.5,610.74,50001,CD50001,200014,BSN_200014,SITE00014,COUNTER_NO_3,1991-03-07 00:28:00,1991-03-07 00:30:02,31,S,Regular Sale,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 00:30:02
19910307200014,1991-03-07 00:46:12,19910307200014,1991-03-07 00:46:12,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300014,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200014,200014,Corban Huffman,16.1524,99.3573,115.51,1991-03-07 00:49:14,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1441.58,14.5,1608.81,1441.58,14.5,1608.81,50001,CD50001,200034,BSN_200034,SITE00034,COUNTER_NO_10,1991-03-07 00:46:12,1991-03-07 00:49:14,31,S,Regular Sale,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 00:49:14
19910307200021,1991-03-07 01:24:48,19910307200021,1991-03-07 01:24:48,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300021,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200021,200021,Sofia Carlson,72.534,67.3609,139.895,1991-03-07 01:26:24,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,194.164,14.5,219.503,194.164,14.5,219.503,50001,CD50001,200013,BSN_200013,SITE00013,COUNTER_NO_3,1991-03-07 01:24:48,1991-03-07 01:26:24,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 01:26:24
19910307200013,1991-03-07 01:38:32,19910307200013,1991-03-07 01:38:32,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300013,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200013,200013,Ricardo Gibson,87.9968,96.1969,184.194,1991-03-07 01:35:30,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,622.955,14.5,704.251,622.955,14.5,704.251,50001,CD50001,200008,BSN_200008,SITE00008,COUNTER_NO_10,1991-03-07 01:38:32,1991-03-07 01:35:30,31,S,Null transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 01:35:30
19910307200012,1991-03-07 01:46:38,19910307200012,1991-03-07 01:46:38,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300012,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200012,200012,Titus Copeland,31.2609,19.2514,50.5123,1991-03-07 01:46:52,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,962.633,14.5,1074.3,962.633,14.5,1074.3,50001,CD50001,200024,BSN_200024,SITE00024,COUNTER_NO_7,1991-03-07 01:46:38,1991-03-07 01:46:52,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 01:46:52
19910307200020,1991-03-07 01:50:00,19910307200020,1991-03-07 01:50:00,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300020,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200020,200020,Ruby Petersen,74.0666,83.6987,157.765,1991-03-07 01:55:22,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,499.9,14.5,565.137,499.9,14.5,565.137,50001,CD50001,200015,BSN_200015,SITE00015,COUNTER_NO_14,1991-03-07 01:50:00,1991-03-07 01:55:22,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 01:55:22
19910307200026,1991-03-07 01:56:52,19910307200026,1991-03-07 01:56:52,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300026,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200026,200026,Corban Bryan,76.237,72.0683,148.305,1991-03-07 02:00:32,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,399.042,14.5,451.117,399.042,14.5,451.117,50001,CD50001,200001,BSN_200001,SITE00001,COUNTER_NO_10,1991-03-07 01:56:52,1991-03-07 02:00:32,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 02:00:32
19910307200016,1991-03-07 02:04:44,19910307200016,1991-03-07 02:04:44,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300016,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200016,200016,Alejandro Blevins,22.0239,54.2882,76.3121,1991-03-07 02:07:52,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1653.53,14.5,1869.31,1653.53,14.5,1869.31,50001,CD50001,200022,BSN_200022,SITE00022,COUNTER_NO_1,1991-03-07 02:04:44,1991-03-07 02:07:52,31,S,Regular Sale,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 02:07:52
19910307200025,1991-03-07 02:06:08,19910307200025,1991-03-07 02:06:08,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300025,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200025,200025,Jordan Burton,37.4553,40.1357,77.5909,1991-03-07 02:09:28,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,717.344,14.5,810.958,717.344,14.5,810.958,50001,CD50001,200015,BSN_200015,SITE00015,COUNTER_NO_11,1991-03-07 02:06:08,1991-03-07 02:09:28,31,S,Null transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 02:09:28
19910307200045,1991-03-07 02:15:10,19910307200045,1991-03-07 02:15:10,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300045,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200045,200045,Kieran Gill,90.4625,62.0682,152.531,1991-03-07 02:17:30,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,337.058,14.5,381.044,337.058,14.5,381.044,50001,CD50001,200014,BSN_200014,SITE00014,COUNTER_NO_6,1991-03-07 02:15:10,1991-03-07 02:17:30,31,S,Null transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 02:17:30
19910307200031,1991-03-07 02:17:30,19910307200031,1991-03-07 02:17:30,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300031,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200031,200031,Van Mccullough,75.6481,50.3112,125.959,1991-03-07 02:15:30,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,414.505,14.5,468.598,414.505,14.5,468.598,50001,CD50001,200025,BSN_200025,SITE00025,COUNTER_NO_7,1991-03-07 02:17:30,1991-03-07 02:15:30,31,S,Null transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 02:15:30
19910307200024,1991-03-07 02:26:00,19910307200024,1991-03-07 02:26:00,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19910307103300024,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200024,200024,Cedric Cash,56.1381,49.588,105.726,1991-03-07 02:31:58,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,35.453,14.5,39.5656,35.453,14.5,39.5656,50001,CD50001,200044,BSN_200044,SITE00044,COUNTER_NO_14,1991-03-07 02:26:00,1991-03-07 02:31:58,31,S,Return of an item,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 02:31:58
19910307200039,1991-03-07 02:37:48,19910307200039,1991-03-07 02:37:48,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300039,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200039,200039,Jaden Nixon,10.1041,12.2005,22.3047,1991-03-07 02:39:02,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1541.99,14.5,1743.22,1541.99,14.5,1743.22,50001,CD50001,200030,BSN_200030,SITE00030,COUNTER_NO_12,1991-03-07 02:37:48,1991-03-07 02:39:02,31,S,Merchandise transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 02:39:02
19910307200049,1991-03-07 03:00:06,19910307200049,1991-03-07 03:00:06,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300049,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200049,200049,Jordan Carter,78.7966,91.3252,170.122,1991-03-07 03:00:52,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1578.98,14.5,1785.03,1578.98,14.5,1785.03,50001,CD50001,200037,BSN_200037,SITE00037,COUNTER_NO_2,1991-03-07 03:00:06,1991-03-07 03:00:52,31,S,Null transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 03:00:52
19910307200017,1991-03-07 03:02:22,19910307200017,1991-03-07 03:02:22,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300017,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200017,200017,Charlotte Huber,70.4597,66.8893,137.349,1991-03-07 03:03:28,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,243.292,14.5,271.514,243.292,14.5,271.514,50001,CD50001,200001,BSN_200001,SITE00001,COUNTER_NO_7,1991-03-07 03:02:22,1991-03-07 03:03:28,31,S,Merchandise transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 03:03:28
19910307200042,1991-03-07 03:03:24,19910307200042,1991-03-07 03:03:24,2018002,CD2018002,Return,12090002,CD12090002,TRANSACTION,19910307103300042,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200042,200042,Brady Carter,75.5173,12.8374,88.3548,1991-03-07 03:07:30,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,1484.3,14.5,1656.48,1484.3,14.5,1656.48,50001,CD50001,200002,BSN_200002,SITE00002,COUNTER_NO_5,1991-03-07 03:03:24,1991-03-07 03:07:30,31,S,Return of an item,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 03:07:30
19910307200029,1991-03-07 03:06:26,19910307200029,1991-03-07 03:06:26,2018003,CD2018003,Merchandise service/sale,12090002,CD12090002,TRANSACTION,19910307103300029,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200029,200029,Ayla Ashley,92.8812,54.017,146.898,1991-03-07 03:08:34,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,462.417,14.5,522.762,462.417,14.5,522.762,50001,CD50001,200014,BSN_200014,SITE00014,COUNTER_NO_3,1991-03-07 03:06:26,1991-03-07 03:08:34,31,S,Merchandise transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 03:08:34
19910307200043,1991-03-07 03:23:00,19910307200043,1991-03-07 03:23:00,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300043,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200043,200043,Micah Sheppard,66.7945,70.829,137.624,1991-03-07 03:25:00,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,857.371,14.5,956.826,857.371,14.5,956.826,50001,CD50001,200035,BSN_200035,SITE00035,COUNTER_NO_2,1991-03-07 03:23:00,1991-03-07 03:25:00,31,S,Regular Sale,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 03:25:00
19910307200059,1991-03-07 03:34:00,19910307200059,1991-03-07 03:34:00,2018001,CD2018001,Sale,12090002,CD12090002,TRANSACTION,19910307103300059,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200059,200059,Houston Finley,66.3491,13.6071,79.9562,1991-03-07 03:38:24,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,432.252,14.5,488.661,432.252,14.5,488.661,50001,CD50001,200036,BSN_200036,SITE00036,COUNTER_NO_14,1991-03-07 03:34:00,1991-03-07 03:38:24,31,S,Regular Sale,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 03:38:24
19910307200041,1991-03-07 03:39:56,19910307200041,1991-03-07 03:39:56,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300041,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200041,200041,Jamie Collins,50.2242,92.8422,143.066,1991-03-07 03:41:32,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,608.196,14.5,687.566,608.196,14.5,687.566,50001,CD50001,200023,BSN_200023,SITE00023,COUNTER_NO_10,1991-03-07 03:39:56,1991-03-07 03:41:32,31,S,Null transactions,Courier,34,C,t,,,SRC1,,100001,,1991-03-07 03:41:32
19910307200061,1991-03-07 03:41:38,19910307200061,1991-03-07 03:41:38,2018004,CD2018004,Void,12090002,CD12090002,TRANSACTION,19910307103300061,121530002,CD121530002,Inventory Location,30150001,CD30150001,HOME,CUST200061,200061,Kayden Fox,57.5005,22.9753,80.4758,1991-03-07 03:44:26,380007,CD380007,Retailer Website,200002,CD200002,Website,USD,USD,223.111,14.5,252.227,223.111,14.5,252.227,50001,CD50001,200037,BSN_200037,SITE00037,COUNTER_NO_2,1991-03-07 03:41:38,1991-03-07 03:44:26,31,S,Null transactions,Self Pickup,34,C,t,,,SRC1,,100001,,1991-03-07 03:44:26
